Time,Tick,Junction,Mode,Phase,WaitingTime_s,NorthWait_s,SouthWait_s,EastWait_s,WestWait_s,QueueLength,VehicleCount,IsCorridor
2026-04-07T19:02:00,16,J0_2,rl,NS-Green,16.02,16.31,15.38,15.26,14.82,55.52,67,False
2026-04-07T19:02:00,16,J0_3,rl,NS-Green,15.44,15.71,14.82,14.79,14.22,57.44,70,False
2026-04-07T19:02:00,16,J1_0,rl,NS-Green,18.21,18.39,17.59,17.16,16.99,65.81,78,False
2026-04-07T19:02:00,16,J1_1,rl,NS-Green,17.47,17.64,16.87,16.55,16.23,68.74,84,False
2026-04-07T19:02:00,16,J1_2,rl,NS-Green,16.8,16.96,16.23,16.0,15.54,62.33,74,False
2026-04-07T19:02:00,16,J1_3,rl,NS-Green,14.77,14.92,14.27,14.15,13.61,51.13,61,False
2026-04-07T19:02:00,16,J2_0,rl,NS-Green,15.93,15.97,15.49,15.02,14.86,61.56,73,False
2026-04-07T19:02:00,16,J2_1,rl,NS-Green,17.27,17.32,16.79,16.37,16.05,61.27,76,False
2026-04-07T19:02:00,16,J2_2,rl,NS-Green,16.81,16.85,16.34,16.01,15.55,65.69,78,False
2026-04-07T19:02:00,16,J2_3,rl,NS-Green,16.59,16.63,16.13,15.89,15.28,65.52,82,False
2026-04-07T19:02:00,16,J3_0,rl,NS-Green,15.84,15.76,15.49,14.93,14.78,60.5,74,False
2026-04-07T19:02:00,16,J3_1,rl,NS-Green,14.33,14.26,14.02,13.58,13.32,52.66,64,False
2026-04-07T19:02:00,16,J3_2,rl,NS-Green,17.66,17.57,17.27,16.82,16.33,63.29,76,False
2026-04-07T19:02:00,16,J3_3,rl,NS-Green,17.62,17.53,17.23,16.87,16.23,62.6,76,False
2026-04-07T19:02:00,17,J0_0,rl,NS-Green,15.26,15.53,14.65,14.38,14.24,57.89,69,False
2026-04-07T19:02:00,17,J0_1,rl,NS-Green,15.86,16.14,15.22,15.03,14.73,58.12,72,False
2026-04-07T19:02:00,17,J0_2,rl,NS-Green,16.18,16.46,15.53,15.41,14.97,58.58,71,False
2026-04-07T19:02:00,17,J0_3,rl,NS-Green,16.12,16.4,15.48,15.44,14.85,59.55,72,False
2026-04-07T19:02:00,17,J1_0,rl,NS-Green,16.03,16.19,15.48,15.1,14.95,60.37,72,False
2026-04-07T19:02:00,17,J1_1,rl,NS-Green,17.65,17.82,17.05,16.72,16.39,63.54,75,False
2026-04-07T19:02:00,17,J1_2,rl,NS-Green,17.62,17.8,17.02,16.79,16.3,65.41,79,False
2026-04-07T19:02:00,17,J1_3,rl,NS-Green,15.35,15.5,14.82,14.69,14.13,58.92,73,False
2026-04-07T19:02:00,17,J2_0,rl,NS-Green,18.6,18.64,18.08,17.53,17.35,70.13,86,False
2026-04-07T19:02:00,17,J2_1,rl,NS-Green,16.16,16.2,15.71,15.31,15.02,63.18,76,False
2026-04-07T19:02:00,17,J2_2,rl,NS-Green,16.89,16.93,16.41,16.08,15.62,59.46,70,False
2026-04-07T19:02:00,17,J2_3,rl,NS-Green,16.09,16.13,15.64,15.41,14.82,61.92,74,False
2026-04-07T19:02:00,17,J3_0,rl,NS-Green,16.14,16.06,15.79,15.21,15.06,61.09,74,False
2026-04-07T19:02:00,17,J3_1,rl,NS-Green,15.13,15.06,14.8,14.34,14.06,54.59,66,False
2026-04-07T19:02:00,17,J3_2,rl,NS-Green,17.16,17.07,16.78,16.34,15.87,64.2,77,False
2026-04-07T19:02:00,17,J3_3,rl,NS-Green,15.27,15.2,14.94,14.63,14.07,52.8,62,False
2026-04-07T19:02:00,18,J0_0,rl,NS-Green,16.92,17.22,16.25,15.95,15.79,64.02,78,False
2026-04-07T19:02:00,18,J0_1,rl,NS-Green,13.94,14.19,13.38,13.21,12.95,44.59,51,False
2026-04-07T19:02:00,18,J0_2,rl,NS-Green,14.32,14.58,13.75,13.64,13.25,54.18,64,False
2026-04-07T19:02:00,18,J0_3,rl,NS-Green,16.63,16.92,15.96,15.92,15.31,61.46,74,False
2026-04-07T19:02:00,18,J1_0,rl,NS-Green,18.35,18.54,17.73,17.3,17.12,71.23,88,False
2026-04-07T19:02:00,18,J1_1,rl,NS-Green,17.63,17.81,17.03,16.71,16.38,65.18,79,False
2026-04-07T19:02:00,18,J1_2,rl,NS-Green,16.26,16.43,15.71,15.49,15.04,55.07,64,False
2026-04-07T19:02:00,18,J1_3,rl,NS-Green,15.33,15.49,14.81,14.68,14.12,55.2,66,False
2026-04-07T19:02:00,18,J2_0,rl,NS-Green,18.06,18.11,17.56,17.02,16.85,65.09,77,False
2026-04-07T19:02:00,18,J2_1,rl,NS-Green,15.33,15.37,14.9,14.53,14.24,58.19,69,False
2026-04-07T19:02:00,18,J2_2,rl,NS-Green,16.77,16.81,16.3,15.97,15.51,62.27,76,False
2026-04-07T19:02:00,18,J2_3,rl,NS-Green,16.65,16.69,16.18,15.94,15.33,58.41,70,False
2026-04-07T19:02:00,18,J3_0,rl,NS-Green,16.58,16.5,16.22,15.63,15.47,60.54,73,False
2026-04-07T19:02:00,18,J3_1,rl,NS-Green,16.52,16.44,16.16,15.65,15.35,53.86,65,False
2026-04-07T19:02:00,18,J3_2,rl,NS-Green,15.77,15.69,15.42,15.02,14.58,61.26,73,False
2026-04-07T19:02:00,18,J3_3,rl,NS-Green,14.77,14.69,14.44,14.14,13.6,51.26,61,False
2026-04-07T19:02:00,19,J0_0,rl,NS-Green,17.97,18.28,17.25,16.94,16.77,62.87,75,False
2026-04-07T19:02:00,19,J0_1,rl,NS-Green,13.2,13.43,12.67,12.5,12.26,50.52,62,False
2026-04-07T19:02:00,19,J0_2,rl,NS-Green,15.09,15.35,14.48,14.37,13.95,57.05,69,False
2026-04-07T19:02:00,19,J0_3,rl,NS-Green,17.32,17.62,16.63,16.58,15.95,63.28,77,False
2026-04-07T19:02:00,19,J1_0,rl,NS-Green,18.46,18.64,17.83,17.4,17.22,67.35,80,False
2026-04-07T19:02:00,19,J1_1,rl,NS-Green,16.28,16.44,15.72,15.42,15.12,62.6,75,False
2026-04-07T19:02:00,19,J1_2,rl,NS-Green,17.22,17.39,16.63,16.4,15.93,66.0,82,False
2026-04-07T19:02:00,19,J1_3,rl,NS-Green,16.87,17.04,16.3,16.16,15.54,64.37,79,False
2026-04-07T19:02:00,19,J2_0,rl,NS-Green,16.26,16.31,15.81,15.33,15.18,64.26,77,False
2026-04-07T19:02:00,19,J2_1,rl,NS-Green,16.13,16.17,15.68,15.28,14.99,57.38,69,False
2026-04-07T19:02:00,19,J2_2,rl,NS-Green,16.99,17.03,16.51,16.18,15.71,62.83,76,False
2026-04-07T19:02:00,19,J2_3,rl,NS-Green,16.73,16.77,16.26,16.02,15.41,61.74,75,False
2026-04-07T19:02:00,19,J3_0,rl,NS-Green,14.97,14.89,14.64,14.11,13.96,50.91,59,False
2026-04-07T19:02:00,19,J3_1,rl,NS-Green,16.13,16.05,15.77,15.28,14.98,56.9,69,False
2026-04-07T19:02:00,19,J3_2,rl,NS-Green,16.33,16.25,15.97,15.55,15.1,64.87,79,False
2026-04-07T19:02:00,19,J3_3,rl,NS-Green,15.75,15.67,15.4,15.08,14.51,58.99,73,False
2026-04-07T19:02:00,20,J0_0,rl,NS-Green,15.09,15.36,14.49,14.22,14.08,50.39,58,False
2026-04-07T19:02:00,20,J0_1,rl,NS-Green,14.46,14.72,13.88,13.7,13.44,57.76,71,False
2026-04-07T19:02:00,20,J0_2,rl,NS-Green,15.19,15.45,14.58,14.47,14.05,57.66,70,False
2026-04-07T19:02:00,20,J0_3,rl,NS-Green,15.85,16.13,15.22,15.18,14.6,52.29,61,False
2026-04-07T19:02:00,20,J1_0,rl,NS-Green,17.48,17.65,16.88,16.47,16.31,62.84,75,False
2026-04-07T19:02:00,20,J1_1,rl,NS-Green,16.73,16.9,16.16,15.85,15.54,61.3,74,False
2026-04-07T19:02:00,20,J1_2,rl,NS-Green,14.75,14.89,14.24,14.05,13.64,50.27,57,False
2026-04-07T19:02:00,20,J1_3,rl,NS-Green,16.77,16.94,16.2,16.06,15.44,59.64,71,False
2026-04-07T19:02:00,20,J2_0,rl,NS-Green,18.71,18.75,18.18,17.63,17.45,75.74,94,False
2026-04-07T19:02:00,20,J2_1,rl,NS-Green,14.91,14.95,14.5,14.13,13.85,56.12,67,False
2026-04-07T19:02:00,20,J2_2,rl,NS-Green,14.59,14.62,14.18,13.89,13.49,54.62,64,False
2026-04-07T19:02:00,20,J2_3,rl,NS-Green,15.73,15.77,15.29,15.07,14.49,54.92,65,False
2026-04-07T19:02:00,20,J3_0,rl,NS-Green,14.25,14.18,13.93,13.43,13.29,53.71,65,False
2026-04-07T19:02:00,20,J3_1,rl,NS-Green,15.33,15.25,14.99,14.53,14.24,60.98,74,False
2026-04-07T19:02:00,20,J3_2,rl,NS-Green,17.24,17.15,16.86,16.42,15.95,64.15,77,False
2026-04-07T19:02:00,20,J3_3,rl,NS-Green,15.12,15.05,14.79,14.48,13.93,48.43,56,False
2026-04-07T19:02:00,21,J0_0,rl,NS-Green,14.61,14.87,14.03,13.77,13.63,55.99,69,False
2026-04-07T19:02:00,21,J0_1,rl,NS-Green,15.26,15.53,14.65,14.46,14.18,52.06,62,False
2026-04-07T19:02:00,21,J0_2,rl,NS-Green,16.05,16.33,15.41,15.29,14.84,51.16,60,False
2026-04-07T19:02:00,21,J0_3,rl,NS-Green,15.3,15.57,14.69,14.65,14.1,51.01,61,False
2026-04-07T19:02:00,21,J1_0,rl,NS-Green,15.38,15.54,14.86,14.5,14.35,61.42,74,False
2026-04-07T19:02:00,21,J1_1,rl,NS-Green,17.24,17.42,16.66,16.34,16.02,63.2,76,False
2026-04-07T19:02:00,21,J1_2,rl,NS-Green,16.76,16.93,16.19,15.97,15.51,58.48,72,False
2026-04-07T19:02:00,21,J1_3,rl,NS-Green,16.16,16.33,15.61,15.48,14.89,58.96,71,False
2026-04-07T19:02:00,21,J2_0,rl,NS-Green,19.25,19.3,18.71,18.14,17.96,67.92,80,False
2026-04-07T19:02:00,21,J2_1,rl,NS-Green,13.88,13.92,13.5,13.16,12.9,54.63,65,False
2026-04-07T19:02:00,21,J2_2,rl,NS-Green,15.61,15.65,15.17,14.87,14.44,58.98,72,False
2026-04-07T19:02:00,21,J2_3,rl,NS-Green,16.12,16.16,15.67,15.44,14.85,54.88,66,False
2026-04-07T19:02:00,21,J3_0,rl,NS-Green,15.88,15.8,15.53,14.97,14.82,58.52,71,False
2026-04-07T19:02:00,21,J3_1,rl,NS-Green,17.03,16.95,16.66,16.14,15.82,63.03,76,False
2026-04-07T19:02:00,21,J3_2,rl,NS-Green,18.49,18.4,18.08,17.61,17.1,70.58,86,False
2026-04-07T19:02:00,21,J3_3,rl,NS-Green,14.77,14.7,14.45,14.15,13.61,55.86,69,False
2026-04-07T19:02:00,22,J0_0,rl,NS-Green,15.83,16.11,15.2,14.92,14.77,61.37,75,False
2026-04-07T19:02:00,22,J0_1,rl,NS-Green,14.45,14.71,13.88,13.69,13.43,51.74,62,False
2026-04-07T19:02:00,22,J0_2,rl,NS-Green,14.31,14.56,13.74,13.63,13.24,54.68,67,False
2026-04-07T19:02:00,22,J0_3,rl,NS-Green,16.04,16.32,15.4,15.36,14.77,57.16,70,False
2026-04-07T19:02:00,22,J1_0,rl,NS-Green,15.63,15.79,15.1,14.73,14.58,60.71,73,False
2026-04-07T19:02:00,22,J1_1,rl,NS-Green,16.75,16.92,16.18,15.87,15.56,62.45,75,False
2026-04-07T19:02:00,22,J1_2,rl,NS-Green,17.92,18.1,17.31,17.07,16.57,64.33,79,False
2026-04-07T19:02:00,22,J1_3,rl,NS-Green,15.62,15.78,15.09,14.96,14.39,55.22,66,False
2026-04-07T19:02:00,22,J2_0,rl,NS-Green,18.73,18.78,18.2,17.65,17.47,75.03,92,False
2026-04-07T19:02:00,22,J2_1,rl,NS-Green,17.4,17.45,16.92,16.49,16.17,68.34,85,False
2026-04-07T19:02:00,22,J2_2,rl,NS-Green,17.92,17.97,17.42,17.07,16.58,71.37,89,False
2026-04-07T19:02:00,22,J2_3,rl,NS-Green,16.65,16.69,16.18,15.94,15.34,59.11,72,False
2026-04-07T19:02:00,22,J3_0,rl,NS-Green,14.62,14.55,14.3,13.78,13.64,55.84,67,False
2026-04-07T19:02:00,22,J3_1,rl,NS-Green,15.76,15.68,15.41,14.93,14.64,58.97,70,False
2026-04-07T19:02:00,22,J3_2,rl,NS-Green,17.44,17.35,17.05,16.61,16.13,60.22,70,False
2026-04-07T19:02:00,22,J3_3,rl,NS-Green,16.56,16.48,16.19,15.85,15.25,63.85,79,False
2026-04-07T19:02:00,23,J0_0,rl,NS-Green,15.1,15.36,14.49,14.23,14.08,56.43,67,False
2026-04-07T19:02:00,23,J0_1,rl,NS-Green,14.61,14.87,14.03,13.85,13.58,49.88,60,False
2026-04-07T19:02:00,23,J0_2,rl,NS-Green,15.35,15.61,14.73,14.62,14.19,58.16,71,False
2026-04-07T19:02:00,23,J0_3,rl,NS-Green,13.58,13.81,13.03,13.0,12.5,50.91,60,False
2026-04-07T19:02:00,23,J1_0,rl,NS-Green,18.91,19.1,18.27,17.82,17.64,66.3,81,False
2026-04-07T19:02:00,23,J1_1,rl,NS-Green,15.62,15.77,15.09,14.8,14.51,58.67,70,False
2026-04-07T19:02:00,23,J1_2,rl,NS-Green,15.03,15.19,14.52,14.32,13.91,57.07,67,False
2026-04-07T19:02:00,23,J1_3,rl,NS-Green,15.75,15.91,15.21,15.08,14.5,58.43,71,False
2026-04-07T19:02:00,23,J2_0,rl,NS-Green,17.91,17.95,17.41,16.88,16.71,67.57,80,False
2026-04-07T19:02:00,23,J2_1,rl,NS-Green,15.81,15.85,15.37,14.98,14.69,59.09,69,False
2026-04-07T19:02:00,23,J2_2,rl,NS-Green,17.31,17.36,16.83,16.49,16.01,60.62,71,False
2026-04-07T19:02:00,23,J2_3,rl,NS-Green,14.34,14.37,13.94,13.73,13.21,52.74,62,False
2026-04-07T19:02:00,23,J3_0,rl,NS-Green,16.21,16.13,15.85,15.28,15.13,61.3,75,False
2026-04-07T19:02:00,23,J3_1,rl,NS-Green,14.81,14.73,14.48,14.03,13.76,49.27,57,False
2026-04-07T19:02:00,23,J3_2,rl,NS-Green,16.13,16.05,15.78,15.37,14.92,66.9,82,False
2026-04-07T19:02:00,23,J3_3,rl,NS-Green,17.12,17.03,16.74,16.39,15.77,66.18,80,False
2026-04-07T19:02:00,24,J0_0,rl,NS-Green,14.59,14.85,14.01,13.75,13.62,56.49,68,False
2026-04-07T19:02:00,24,J0_1,rl,NS-Green,14.93,15.19,14.33,14.14,13.87,54.89,67,False
2026-04-07T19:02:00,24,J0_2,rl,NS-Green,14.27,14.52,13.7,13.59,13.2,46.31,53,False
2026-04-07T19:02:00,24,J0_3,rl,NS-Green,15.57,15.84,14.95,14.91,14.34,62.21,77,False
2026-04-07T19:02:00,24,J1_0,rl,NS-Green,16.73,16.89,16.16,15.76,15.61,60.61,72,False
2026-04-07T19:02:00,24,J1_1,rl,NS-Green,16.25,16.42,15.7,15.4,15.1,58.47,70,False
2026-04-07T19:02:00,24,J1_2,rl,NS-Green,19.11,19.3,18.46,18.2,17.67,69.56,86,False
2026-04-07T19:02:00,24,J1_3,rl,NS-Green,15.65,15.8,15.11,14.98,14.41,60.05,73,False
2026-04-07T19:02:00,24,J2_0,rl,NS-Green,16.6,16.64,16.13,15.64,15.49,64.65,77,False
2026-04-07T19:02:00,24,J2_1,rl,NS-Green,14.82,14.86,14.4,14.04,13.77,58.68,71,False
2026-04-07T19:02:00,24,J2_2,rl,NS-Green,16.15,16.19,15.7,15.38,14.94,63.7,77,False
2026-04-07T19:02:00,24,J2_3,rl,NS-Green,15.56,15.6,15.13,14.9,14.33,52.93,64,False
2026-04-07T19:02:00,24,J3_0,rl,NS-Green,17.29,17.21,16.91,16.3,16.14,63.19,76,False
2026-04-07T19:02:00,24,J3_1,rl,NS-Green,12.98,12.91,12.69,12.29,12.05,51.18,62,False
2026-04-07T19:02:00,24,J3_2,rl,NS-Green,15.67,15.6,15.33,14.93,14.5,59.22,70,False
2026-04-07T19:02:00,24,J3_3,rl,NS-Green,15.74,15.67,15.4,15.08,14.5,58.01,68,False
