Time,Tick,Junction,Mode,Phase,WaitingTime_s,NorthWait_s,SouthWait_s,EastWait_s,WestWait_s,QueueLength,VehicleCount,IsCorridor
2026-04-07T18:59:05,16,J0_2,rl,NS-Green,42.95,43.7,41.23,40.91,39.73,55.52,67,False
2026-04-07T18:59:05,16,J0_3,rl,NS-Green,42.78,43.53,41.07,40.96,39.4,57.44,70,False
2026-04-07T18:59:05,16,J1_0,rl,NS-Green,49.31,49.8,47.63,46.48,46.01,65.81,78,False
2026-04-07T18:59:05,16,J1_1,rl,NS-Green,48.3,48.78,46.66,45.76,44.87,68.74,84,False
2026-04-07T18:59:05,16,J1_2,rl,NS-Green,45.99,46.45,44.42,43.8,42.54,62.33,74,False
2026-04-07T18:59:05,16,J1_3,rl,NS-Green,40.77,41.18,39.38,39.04,37.55,51.13,61,False
2026-04-07T18:59:05,16,J2_0,rl,NS-Green,44.89,45.01,43.64,42.31,41.89,61.56,73,False
2026-04-07T18:59:05,16,J2_1,rl,NS-Green,46.77,46.89,45.46,44.31,43.45,61.27,76,False
2026-04-07T18:59:05,16,J2_2,rl,NS-Green,46.85,46.97,45.54,44.63,43.34,65.69,78,False
2026-04-07T18:59:05,16,J2_3,rl,NS-Green,46.88,47.0,45.57,44.89,43.18,65.52,82,False
2026-04-07T18:59:05,16,J3_0,rl,NS-Green,43.9,43.68,42.93,41.37,40.95,60.5,74,False
2026-04-07T18:59:05,16,J3_1,rl,NS-Green,39.61,39.41,38.74,37.53,36.8,52.66,64,False
2026-04-07T18:59:05,16,J3_2,rl,NS-Green,47.7,47.46,46.65,45.44,44.13,63.29,76,False
2026-04-07T18:59:05,16,J3_3,rl,NS-Green,48.48,48.23,47.41,46.42,44.65,62.6,76,False
2026-04-07T18:59:05,17,J0_0,rl,NS-Green,42.49,43.23,40.79,40.05,39.64,57.89,69,False
2026-04-07T18:59:05,17,J0_1,rl,NS-Green,42.9,43.65,41.19,40.65,39.86,58.12,72,False
2026-04-07T18:59:05,17,J0_2,rl,NS-Green,43.6,44.36,41.86,41.53,40.33,58.58,71,False
2026-04-07T18:59:05,17,J0_3,rl,NS-Green,44.46,45.24,42.68,42.57,40.95,59.55,72,False
2026-04-07T18:59:05,17,J1_0,rl,NS-Green,44.66,45.11,43.14,42.1,41.67,60.37,72,False
2026-04-07T18:59:05,17,J1_1,rl,NS-Green,47.86,48.34,46.23,45.35,44.46,63.54,75,False
2026-04-07T18:59:05,17,J1_2,rl,NS-Green,48.04,48.52,46.41,45.76,44.44,65.41,79,False
2026-04-07T18:59:05,17,J1_3,rl,NS-Green,43.38,43.82,41.91,41.54,39.96,58.92,73,False
2026-04-07T18:59:05,17,J2_0,rl,NS-Green,51.19,51.32,49.76,48.25,47.76,70.13,86,False
2026-04-07T18:59:05,17,J2_1,rl,NS-Green,45.7,45.81,44.42,43.3,42.45,63.18,76,False
2026-04-07T18:59:05,17,J2_2,rl,NS-Green,45.42,45.53,44.15,43.26,42.01,59.46,70,False
2026-04-07T18:59:05,17,J2_3,rl,NS-Green,45.17,45.28,43.9,43.25,41.6,61.92,74,False
2026-04-07T18:59:05,17,J3_0,rl,NS-Green,44.18,43.96,43.21,41.64,41.22,61.09,74,False
2026-04-07T18:59:05,17,J3_1,rl,NS-Green,41.4,41.19,40.49,39.22,38.46,54.59,66,False
2026-04-07T18:59:05,17,J3_2,rl,NS-Green,47.12,46.89,46.09,44.89,43.59,64.2,77,False
2026-04-07T18:59:05,17,J3_3,rl,NS-Green,41.86,41.65,40.94,40.08,38.55,52.8,62,False
2026-04-07T18:59:05,18,J0_0,rl,NS-Green,47.15,47.98,45.26,44.44,43.99,64.02,78,False
2026-04-07T18:59:05,18,J0_1,rl,NS-Green,36.8,37.45,35.33,34.87,34.19,44.59,51,False
2026-04-07T18:59:05,18,J0_2,rl,NS-Green,40.11,40.81,38.51,38.21,37.1,54.18,64,False
2026-04-07T18:59:05,18,J0_3,rl,NS-Green,46.42,47.23,44.56,44.45,42.75,61.46,74,False
2026-04-07T18:59:05,18,J1_0,rl,NS-Green,51.02,51.53,49.29,48.09,47.6,71.23,88,False
2026-04-07T18:59:05,18,J1_1,rl,NS-Green,48.11,48.59,46.47,45.58,44.69,65.18,79,False
2026-04-07T18:59:05,18,J1_2,rl,NS-Green,43.44,43.87,41.96,41.37,40.18,55.07,64,False
2026-04-07T18:59:05,18,J1_3,rl,NS-Green,41.91,42.33,40.49,40.13,38.6,55.2,66,False
2026-04-07T18:59:05,18,J2_0,rl,NS-Green,49.26,49.39,47.89,46.43,45.96,65.09,77,False
2026-04-07T18:59:05,18,J2_1,rl,NS-Green,42.49,42.6,41.3,40.26,39.48,58.19,69,False
2026-04-07T18:59:05,18,J2_2,rl,NS-Green,46.39,46.51,45.09,44.19,42.91,62.27,76,False
2026-04-07T18:59:05,18,J2_3,rl,NS-Green,45.87,45.98,44.58,43.92,42.24,58.41,70,False
2026-04-07T18:59:05,18,J3_0,rl,NS-Green,46.47,46.24,45.45,43.8,43.36,60.54,73,False
2026-04-07T18:59:05,18,J3_1,rl,NS-Green,43.96,43.74,42.99,41.65,40.84,53.86,65,False
2026-04-07T18:59:05,18,J3_2,rl,NS-Green,44.4,44.18,43.42,42.29,41.07,61.26,73,False
2026-04-07T18:59:05,18,J3_3,rl,NS-Green,39.92,39.73,39.05,38.23,36.77,51.26,61,False
2026-04-07T18:59:05,19,J0_0,rl,NS-Green,49.18,50.04,47.21,46.35,45.88,62.87,75,False
2026-04-07T18:59:05,19,J0_1,rl,NS-Green,36.86,37.51,35.39,34.93,34.24,50.52,62,False
2026-04-07T18:59:05,19,J0_2,rl,NS-Green,41.93,42.67,40.26,39.94,38.79,57.05,69,False
2026-04-07T18:59:05,19,J0_3,rl,NS-Green,46.84,47.66,44.97,44.85,43.14,63.28,77,False
2026-04-07T18:59:05,19,J1_0,rl,NS-Green,50.09,50.59,48.39,47.21,46.73,67.35,80,False
2026-04-07T18:59:05,19,J1_1,rl,NS-Green,45.28,45.73,43.74,42.9,42.06,62.6,75,False
2026-04-07T18:59:05,19,J1_2,rl,NS-Green,47.0,47.47,45.4,44.76,43.47,66.0,82,False
2026-04-07T18:59:05,19,J1_3,rl,NS-Green,46.67,47.14,45.09,44.69,42.99,64.37,79,False
2026-04-07T18:59:05,19,J2_0,rl,NS-Green,46.0,46.12,44.71,43.36,42.92,64.26,77,False
2026-04-07T18:59:05,19,J2_1,rl,NS-Green,43.91,44.02,42.68,41.61,40.79,57.38,69,False
2026-04-07T18:59:05,19,J2_2,rl,NS-Green,46.75,46.86,45.44,44.53,43.24,62.83,76,False
2026-04-07T18:59:05,19,J2_3,rl,NS-Green,45.77,45.88,44.49,43.82,42.15,61.74,75,False
2026-04-07T18:59:05,19,J3_0,rl,NS-Green,39.96,39.76,39.08,37.66,37.28,50.91,59,False
2026-04-07T18:59:05,19,J3_1,rl,NS-Green,43.28,43.06,42.33,41.01,40.21,56.9,69,False
2026-04-07T18:59:05,19,J3_2,rl,NS-Green,45.64,45.41,44.64,43.47,42.22,64.87,79,False
2026-04-07T18:59:05,19,J3_3,rl,NS-Green,42.64,42.43,41.7,40.83,39.27,58.99,73,False
2026-04-07T18:59:05,20,J0_0,rl,NS-Green,41.19,41.91,39.54,38.82,38.43,50.39,58,False
2026-04-07T18:59:05,20,J0_1,rl,NS-Green,40.61,41.32,38.98,38.47,37.72,57.76,71,False
2026-04-07T18:59:05,20,J0_2,rl,NS-Green,41.57,42.3,39.91,39.6,38.46,57.66,70,False
2026-04-07T18:59:05,20,J0_3,rl,NS-Green,42.75,43.5,41.04,40.93,39.37,52.29,61,False
2026-04-07T18:59:05,20,J1_0,rl,NS-Green,48.0,48.48,46.37,45.24,44.79,62.84,75,False
2026-04-07T18:59:05,20,J1_1,rl,NS-Green,45.34,45.79,43.8,42.96,42.12,61.3,74,False
2026-04-07T18:59:05,20,J1_2,rl,NS-Green,39.97,40.37,38.61,38.07,36.97,50.27,57,False
2026-04-07T18:59:05,20,J1_3,rl,NS-Green,45.45,45.91,43.91,43.52,41.86,59.64,71,False
2026-04-07T18:59:05,20,J2_0,rl,NS-Green,52.58,52.71,51.11,49.56,49.06,75.74,94,False
2026-04-07T18:59:05,20,J2_1,rl,NS-Green,41.38,41.48,40.22,39.21,38.44,56.12,67,False
2026-04-07T18:59:05,20,J2_2,rl,NS-Green,40.36,40.46,39.23,38.44,37.33,54.62,64,False
2026-04-07T18:59:05,20,J2_3,rl,NS-Green,43.23,43.34,42.02,41.39,39.82,54.92,65,False
2026-04-07T18:59:05,20,J3_0,rl,NS-Green,39.38,39.18,38.51,37.11,36.74,53.71,65,False
2026-04-07T18:59:05,20,J3_1,rl,NS-Green,42.95,42.73,42.0,40.69,39.9,60.98,74,False
2026-04-07T18:59:05,20,J3_2,rl,NS-Green,47.2,46.96,46.16,44.95,43.66,64.15,77,False
2026-04-07T18:59:05,20,J3_3,rl,NS-Green,39.94,39.74,39.06,38.24,36.78,48.43,56,False
2026-04-07T18:59:05,21,J0_0,rl,NS-Green,39.96,40.66,38.36,37.66,37.28,55.99,69,False
2026-04-07T18:59:05,21,J0_1,rl,NS-Green,40.84,41.55,39.2,38.69,37.94,52.06,62,False
2026-04-07T18:59:05,21,J0_2,rl,NS-Green,42.37,43.11,40.67,40.36,39.19,51.16,60,False
2026-04-07T18:59:05,21,J0_3,rl,NS-Green,40.93,41.64,39.29,39.19,37.69,51.01,61,False
2026-04-07T18:59:05,21,J1_0,rl,NS-Green,43.2,43.63,41.73,40.72,40.31,61.42,74,False
2026-04-07T18:59:05,21,J1_1,rl,NS-Green,47.41,47.89,45.8,44.92,44.05,63.2,76,False
2026-04-07T18:59:05,21,J1_2,rl,NS-Green,45.4,45.85,43.85,43.24,41.99,58.48,72,False
2026-04-07T18:59:05,21,J1_3,rl,NS-Green,43.87,44.31,42.38,42.0,40.4,58.96,71,False
2026-04-07T18:59:05,21,J2_0,rl,NS-Green,51.93,52.06,50.48,48.95,48.45,67.92,80,False
2026-04-07T18:59:05,21,J2_1,rl,NS-Green,39.03,39.13,37.94,36.98,36.26,54.63,65,False
2026-04-07T18:59:05,21,J2_2,rl,NS-Green,42.74,42.85,41.54,40.71,39.53,58.98,72,False
2026-04-07T18:59:05,21,J2_3,rl,NS-Green,43.63,43.74,42.41,41.78,40.19,54.88,66,False
2026-04-07T18:59:05,21,J3_0,rl,NS-Green,42.65,42.44,41.71,40.2,39.79,58.52,71,False
2026-04-07T18:59:05,21,J3_1,rl,NS-Green,46.49,46.26,45.47,44.05,43.19,63.03,76,False
2026-04-07T18:59:05,21,J3_2,rl,NS-Green,50.79,50.54,49.67,48.38,46.98,70.58,86,False
2026-04-07T18:59:05,21,J3_3,rl,NS-Green,40.19,39.99,39.31,38.48,37.02,55.86,69,False
2026-04-07T18:59:05,22,J0_0,rl,NS-Green,43.96,44.73,42.2,41.43,41.01,61.37,75,False
2026-04-07T18:59:05,22,J0_1,rl,NS-Green,38.89,39.57,37.34,36.85,36.13,51.74,62,False
2026-04-07T18:59:05,22,J0_2,rl,NS-Green,39.74,40.43,38.15,37.85,36.76,54.68,67,False
2026-04-07T18:59:05,22,J0_3,rl,NS-Green,43.44,44.2,41.7,41.6,40.01,57.16,70,False
2026-04-07T18:59:05,22,J1_0,rl,NS-Green,43.48,43.92,42.01,40.98,40.57,60.71,73,False
2026-04-07T18:59:05,22,J1_1,rl,NS-Green,45.4,45.86,43.86,43.02,42.18,62.45,75,False
2026-04-07T18:59:05,22,J1_2,rl,NS-Green,48.83,49.32,47.17,46.51,45.17,64.33,79,False
2026-04-07T18:59:05,22,J1_3,rl,NS-Green,43.17,43.6,41.7,41.34,39.76,55.22,66,False
2026-04-07T18:59:05,22,J2_0,rl,NS-Green,51.97,52.1,50.52,48.98,48.49,75.03,92,False
2026-04-07T18:59:05,22,J2_1,rl,NS-Green,48.04,48.16,46.69,45.52,44.63,68.34,85,False
2026-04-07T18:59:05,22,J2_2,rl,NS-Green,49.33,49.46,47.95,46.99,45.63,71.37,89,False
2026-04-07T18:59:05,22,J2_3,rl,NS-Green,44.69,44.8,43.44,42.79,41.16,59.11,72,False
2026-04-07T18:59:05,22,J3_0,rl,NS-Green,40.39,40.19,39.51,38.07,37.69,55.84,67,False
2026-04-07T18:59:05,22,J3_1,rl,NS-Green,43.12,42.91,42.17,40.86,40.06,58.97,70,False
2026-04-07T18:59:05,22,J3_2,rl,NS-Green,46.79,46.56,45.76,44.57,43.28,60.22,70,False
2026-04-07T18:59:05,22,J3_3,rl,NS-Green,45.75,45.52,44.74,43.81,42.14,63.85,79,False
2026-04-07T18:59:05,23,J0_0,rl,NS-Green,42.25,42.99,40.56,39.82,39.42,56.43,67,False
2026-04-07T18:59:05,23,J0_1,rl,NS-Green,38.52,39.2,36.98,36.5,35.79,49.88,60,False
2026-04-07T18:59:05,23,J0_2,rl,NS-Green,42.16,42.9,40.48,40.16,39.0,58.16,71,False
2026-04-07T18:59:05,23,J0_3,rl,NS-Green,37.38,38.03,35.88,35.79,34.42,50.91,60,False
2026-04-07T18:59:05,23,J1_0,rl,NS-Green,51.43,51.95,49.68,48.47,47.99,66.3,81,False
2026-04-07T18:59:05,23,J1_1,rl,NS-Green,42.75,43.18,41.3,40.51,39.72,58.67,70,False
2026-04-07T18:59:05,23,J1_2,rl,NS-Green,41.48,41.9,40.07,39.51,38.37,57.07,67,False
2026-04-07T18:59:05,23,J1_3,rl,NS-Green,42.23,42.65,40.79,40.43,38.89,58.43,71,False
2026-04-07T18:59:05,23,J2_0,rl,NS-Green,48.96,49.08,47.59,46.15,45.68,67.57,80,False
2026-04-07T18:59:05,23,J2_1,rl,NS-Green,43.26,43.36,42.04,40.98,40.18,59.09,69,False
2026-04-07T18:59:05,23,J2_2,rl,NS-Green,46.41,46.52,45.11,44.2,42.93,60.62,71,False
2026-04-07T18:59:05,23,J2_3,rl,NS-Green,39.71,39.8,38.59,38.02,36.57,52.74,62,False
2026-04-07T18:59:05,23,J3_0,rl,NS-Green,44.66,44.43,43.67,42.09,41.66,61.3,75,False
2026-04-07T18:59:05,23,J3_1,rl,NS-Green,39.4,39.2,38.53,37.33,36.6,49.27,57,False
2026-04-07T18:59:05,23,J3_2,rl,NS-Green,45.69,45.46,44.69,43.52,42.26,66.9,82,False
2026-04-07T18:59:05,23,J3_3,rl,NS-Green,47.14,46.9,46.1,45.14,43.41,66.18,80,False
2026-04-07T18:59:05,24,J0_0,rl,NS-Green,40.57,41.28,38.95,38.24,37.85,56.49,68,False
2026-04-07T18:59:05,24,J0_1,rl,NS-Green,40.85,41.56,39.21,38.7,37.95,54.89,67,False
2026-04-07T18:59:05,24,J0_2,rl,NS-Green,37.63,38.29,36.13,35.84,34.81,46.31,53,False
2026-04-07T18:59:05,24,J0_3,rl,NS-Green,42.87,43.62,41.15,41.05,39.48,62.21,77,False
2026-04-07T18:59:05,24,J1_0,rl,NS-Green,44.87,45.32,43.34,42.29,41.86,60.61,72,False
2026-04-07T18:59:05,24,J1_1,rl,NS-Green,43.87,44.31,42.38,41.57,40.75,58.47,70,False
2026-04-07T18:59:05,24,J1_2,rl,NS-Green,51.74,52.25,49.98,49.28,47.86,69.56,86,False
2026-04-07T18:59:05,24,J1_3,rl,NS-Green,42.61,43.03,41.16,40.8,39.24,60.05,73,False
2026-04-07T18:59:05,24,J2_0,rl,NS-Green,46.41,46.53,45.11,43.74,43.3,64.65,77,False
2026-04-07T18:59:05,24,J2_1,rl,NS-Green,41.73,41.83,40.56,39.54,38.77,58.68,71,False
2026-04-07T18:59:05,24,J2_2,rl,NS-Green,44.51,44.62,43.27,42.4,41.17,63.7,77,False
2026-04-07T18:59:05,24,J2_3,rl,NS-Green,41.31,41.41,40.15,39.56,38.05,52.93,64,False
2026-04-07T18:59:05,24,J3_0,rl,NS-Green,46.94,46.71,45.91,44.24,43.8,63.19,76,False
2026-04-07T18:59:05,24,J3_1,rl,NS-Green,36.35,36.17,35.55,34.44,33.77,51.18,62,False
2026-04-07T18:59:05,24,J3_2,rl,NS-Green,43.11,42.89,42.16,41.06,39.88,59.22,70,False
2026-04-07T18:59:05,24,J3_3,rl,NS-Green,42.99,42.77,42.04,41.16,39.59,58.01,68,False
